Date,Tpeak sec,Dir deg,DirSpread deg,Tm02 sec,Hm0 m,Qp
6/1/2018 0:17,12.5,129.5,20.8,9.09,2.24,2.85
6/1/2018 0:47,11.76,130.9,20.3,8.51,2.13,2.45
6/1/2018 1:18,12.5,133.7,25.4,8.89,2.23,2.77
6/1/2018 1:47,11.11,139.3,26.6,8.51,2.09,2.28
6/1/2018 2:17,11.76,132.3,21.7,8.7,2.1,2.58
6/1/2018 2:48,11.76,146.3,21.4,8.51,2.15,2.47
6/1/2018 3:17,11.76,135.1,21,8.7,2.26,3.02
6/1/2018 3:47,11.76,129.5,21.8,8.33,2.08,2.34
6/1/2018 4:18,11.76,129.5,22.5,8,2.05,2.04
6/1/2018 4:47,11.76,126.7,19.7,8.51,2.24,2.92
6/1/2018 5:17,11.11,129.5,25.9,8,2.07,2.11
6/1/2018 5:48,11.11,116.8,25.4,8,1.99,2.04
6/1/2018 6:17,12.5,112.6,29.5,8.16,1.97,2.13
6/1/2018 6:47,11.76,133.7,30.8,7.84,1.83,1.92
6/1/2018 7:18,11.11,135.1,24.6,8.16,1.97,2.16
6/1/2018 7:47,10.53,126.7,24.5,8.16,1.97,2.35
6/1/2018 8:17,10.53,125.3,22.7,8.16,1.89,2.29
6/1/2018 8:48,10.53,133.7,30.8,8,1.83,2
6/1/2018 9:17,11.76,128.1,18.8,8.51,1.97,2.68
6/1/2018 9:47,11.76,136.5,25.5,8.51,1.98,2.34
6/1/2018 10:18,11.11,126.7,29.5,8.16,1.97,2.14
6/1/2018 10:47,12.5,116.8,33.3,7.84,1.81,1.83
6/1/2018 11:17,10,150.6,28.3,7.84,1.91,2.06
6/1/2018 11:48,11.11,130.9,23.4,7.84,1.95,2.02
6/1/2018 12:17,10,143.5,23.2,7.69,1.9,2.09
6/1/2018 12:47,11.76,137.9,30,7.69,1.88,2.05
6/1/2018 13:18,11.11,136.5,29,7.69,1.94,1.89
6/1/2018 13:47,11.76,121,23.3,8,1.92,2.21
6/1/2018 14:17,13.33,163.2,33.1,7.55,1.81,1.9
6/1/2018 14:48,11.76,115.4,30.3,7.41,1.67,1.85
6/1/2018 15:17,11.76,121,30.3,7.84,1.81,2.08
6/1/2018 15:47,11.76,123.8,32.3,7.55,1.84,1.92
6/1/2018 16:18,11.76,123.8,30.3,7.41,1.68,1.97
6/1/2018 16:47,11.76,115.4,33.6,7.69,1.94,1.92
6/1/2018 17:17,12.5,114,35.7,7.69,1.81,2.08
6/1/2018 17:48,10.53,133.7,20.8,7.41,1.7,2.27
6/1/2018 18:17,11.11,128.1,24.3,7.55,1.71,2.04
6/1/2018 18:47,11.11,121,22.3,7.69,1.82,2.13
6/1/2018 19:18,11.76,130.9,40.4,7.27,1.52,1.84
6/1/2018 19:47,11.11,147.8,39.4,7.55,1.71,2
6/1/2018 20:17,11.11,121,27.5,7.69,1.63,2.05
6/1/2018 20:48,12.5,135.1,30.9,7.55,1.62,2.11
6/1/2018 21:17,12.5,135.1,30.2,7.41,1.58,2.19
6/1/2018 21:47,11.76,147.8,36.3,7.14,1.6,2.44
6/1/2018 22:18,11.76,135.1,33.2,6.78,1.55,1.92
6/1/2018 22:47,10.53,122.4,28.4,7.02,1.67,2.52
6/1/2018 23:17,11.76,129.5,22.3,6.45,1.65,2.13
6/1/2018 23:48,11.11,129.5,29.2,6.67,1.67,2.06
6/2/2018 0:17,12.5,144.9,30.7,6.56,1.58,2.05
6/2/2018 0:47,11.11,142.1,24.4,7.55,1.95,2.51
6/2/2018 1:18,11.11,132.3,24.2,7.02,1.78,2.37
6/2/2018 1:47,11.11,130.9,22.3,7.14,1.76,2.39
6/2/2018 2:17,10.53,132.3,28.9,7.02,1.76,2.44
6/2/2018 2:48,10.53,132.3,28,6.56,1.58,2.02
6/2/2018 3:17,12.5,143.5,35.7,6.9,1.75,2.39
6/2/2018 3:47,12.5,137.9,37.2,7.14,1.72,2.29
6/2/2018 4:18,10,115.4,19.9,6.56,1.67,2.03
6/2/2018 4:47,12.5,144.9,31.7,6.9,1.79,2.46
6/2/2018 5:17,10,142.1,28.5,6.78,1.67,2.43
6/2/2018 5:48,10,130.9,28.3,6.67,1.71,1.97
6/2/2018 6:17,12.5,130.9,37,6.9,1.64,2.05
6/2/2018 6:47,11.76,130.9,29.8,6.9,1.79,2.08
6/2/2018 7:18,11.76,144.9,28.8,6.9,1.78,2.88
6/2/2018 7:47,12.5,129.5,36,6.35,1.56,1.86
6/2/2018 8:17,10,132.3,28.2,6.15,1.55,1.74
6/2/2018 8:48,12.5,161.8,28.8,6.67,1.75,2.37
6/2/2018 9:17,11.11,128.1,31.4,6.78,1.7,2.56
6/2/2018 9:47,11.11,121,31.9,6.56,1.65,2.12
6/2/2018 10:18,11.76,128.1,42.4,6.25,1.59,2.1
6/2/2018 10:47,11.11,121,41.2,6.06,1.57,1.96
6/2/2018 11:17,11.76,144.9,38.6,5.63,1.56,1.71
6/2/2018 11:48,11.11,150.6,28.2,6.06,1.68,2.13
6/2/2018 12:17,11.76,140.7,30.4,5.71,1.66,1.9
6/2/2018 12:47,11.11,153.4,31.3,5.71,1.67,1.54
6/2/2018 13:18,11.76,137.9,38.6,5.97,1.8,1.92
6/2/2018 13:47,11.11,132.3,39.7,5.8,1.71,1.78
6/2/2018 14:17,11.76,152,43,5.97,1.84,1.75
6/2/2018 14:48,11.11,143.5,29.9,5.88,1.8,1.75
6/2/2018 15:17,11.76,137.9,36,5.56,1.65,1.47
6/2/2018 15:47,12.5,152,26.6,5.88,1.72,1.92
6/2/2018 16:18,11.11,146.3,39.1,5.88,1.67,1.64
6/2/2018 16:47,10.53,123.8,26.9,5.88,1.64,1.8
6/2/2018 17:17,11.76,146.3,27.1,5.88,1.71,1.86
6/2/2018 17:48,11.11,146.3,29.3,5.88,1.68,1.57
6/2/2018 18:17,11.76,135.1,35.1,5.8,1.6,1.68
6/2/2018 18:47,11.76,133.7,42.3,5.71,1.61,1.93
6/2/2018 19:18,10.53,136.5,29.4,5.88,1.63,1.63
6/2/2018 19:47,11.76,144.9,40.8,5.71,1.58,1.43
6/2/2018 20:17,11.11,119.6,31,5.71,1.59,1.59
6/2/2018 20:48,11.11,128.1,34.8,5.56,1.53,1.42
6/2/2018 21:17,11.11,126.7,38.3,5.71,1.55,1.45
6/2/2018 21:47,11.11,133.7,44.3,5.71,1.53,1.59
6/2/2018 22:18,11.76,140.7,41.4,5.71,1.63,1.6
6/2/2018 22:47,11.11,137.9,37.9,5.26,1.48,1.39
6/2/2018 23:17,11.11,153.4,42.1,5.56,1.61,1.51
6/2/2018 23:48,11.11,159,47.6,5.33,1.58,1.47
6/3/2018 0:17,11.76,140.7,43.6,5.56,1.59,1.59
6/3/2018 0:47,10,133.7,27.5,5.56,1.51,1.53
6/3/2018 1:18,11.76,159,33,5.97,1.69,1.83
6/3/2018 1:47,11.76,164.6,33.9,5.88,1.63,1.81
6/3/2018 2:17,12.5,177.3,36,5.63,1.57,1.68
6/3/2018 2:48,11.11,140.7,28.5,5.56,1.56,1.62
6/3/2018 3:17,11.76,171.7,40.5,5.71,1.5,1.49
6/3/2018 3:47,11.76,163.2,38.9,5.8,1.5,1.56
6/3/2018 4:18,10.53,153.4,33.3,5.88,1.57,1.94
6/3/2018 4:47,11.11,156.2,39.6,5.88,1.55,1.87
6/3/2018 5:17,11.11,135.1,33.6,6.06,1.68,1.88
6/3/2018 5:48,10.53,129.5,37.7,5.8,1.52,1.69
6/3/2018 6:17,10.53,130.9,31.4,5.8,1.48,1.65
6/3/2018 6:47,10.53,122.4,39.4,5.8,1.49,1.69
6/3/2018 7:18,11.11,125.3,40.5,5.63,1.42,1.61
6/3/2018 7:47,10.53,133.7,34.8,5.63,1.48,1.64
6/3/2018 8:17,10,133.7,28.8,5.71,1.52,1.68
6/3/2018 8:48,11.76,140.7,42.9,5.48,1.5,1.52
6/3/2018 9:17,11.11,154.8,44.3,5.33,1.46,1.39
6/3/2018 9:47,10,140.7,39.6,5.2,1.48,1.34
6/3/2018 10:18,10.53,121,27.6,5.13,1.44,1.44
6/3/2018 10:47,10,132.3,40.3,5.41,1.59,1.46
6/3/2018 11:17,11.76,142.1,37,5.48,1.59,1.55
6/3/2018 11:48,10.53,154.8,40,5.13,1.49,1.45
6/3/2018 12:17,11.11,140.7,38.3,5,1.45,1.3
6/3/2018 12:47,11.11,139.3,32.3,5.26,1.51,1.37
6/3/2018 13:18,10,144.9,37.3,4.94,1.43,1.34
6/3/2018 13:47,11.76,137.9,43.8,5,1.43,1.33
6/3/2018 14:17,11.76,133.7,34.6,5.26,1.45,1.49
6/3/2018 14:48,11.76,139.3,31.9,5.26,1.4,1.53
6/3/2018 15:17,10.53,164.6,34.6,5.33,1.38,1.44
6/3/2018 15:47,10.53,143.5,33.3,5.48,1.4,1.41
6/3/2018 16:18,10,135.1,27.8,5.63,1.43,1.79
6/3/2018 16:47,11.11,142.1,36.8,5.33,1.4,1.4
6/3/2018 17:17,10,125.3,36.4,5.33,1.32,1.47
6/3/2018 17:48,10.53,132.3,44,5,1.28,1.31
6/3/2018 18:17,11.76,128.1,45.4,5.2,1.35,1.32
6/3/2018 18:47,11.76,139.3,43.6,5.56,1.43,1.54
6/3/2018 19:18,10.53,109.8,29.9,5.48,1.3,1.49
6/3/2018 19:47,11.76,132.3,45.8,5.63,1.37,1.35
6/3/2018 20:17,10,143.5,42.5,5.63,1.36,1.5
6/3/2018 20:48,10,115.4,32.9,5.33,1.24,1.35
6/3/2018 21:17,10.53,149.2,57,5.13,1.24,1.2
6/3/2018 21:47,10.53,125.3,38,5.33,1.33,1.44
6/3/2018 22:18,10,137.9,37.6,5.48,1.34,1.35
6/3/2018 22:47,11.76,125.3,39.7,5.13,1.28,1.14
6/3/2018 23:17,11.76,118.2,36.5,5.2,1.32,1.29
6/3/2018 23:48,10,143.5,42.2,5.13,1.4,1.17
6/4/2018 0:17,10.53,137.9,30.4,5.13,1.38,1.27
6/4/2018 0:47,11.11,139.3,47.1,4.65,1.19,1.07
6/4/2018 1:18,10,149.2,33.7,5.13,1.31,1.4
6/4/2018 1:47,10,137.9,30.3,5.13,1.28,1.3
6/4/2018 2:17,9.09,160.4,44.3,4.88,1.27,1.14
6/4/2018 2:48,10,140.7,29,4.82,1.28,1.27
6/4/2018 3:17,10,137.9,42.2,4.82,1.23,1.27
6/4/2018 3:47,10.53,144.9,41.5,5,1.29,1.2
6/4/2018 4:18,11.76,118.2,45,5,1.29,1.19
6/4/2018 4:47,10.53,118.2,47,5.13,1.31,1.21
6/4/2018 5:17,10,119.6,28.5,5.06,1.39,1.35
6/4/2018 5:48,11.76,121,32.9,4.94,1.38,1.29
6/4/2018 6:17,5.26,57.8,29.2,4.82,1.4,1.34
6/4/2018 6:47,10.53,132.3,40.6,4.94,1.42,1.22
6/4/2018 7:18,5.26,62,26.9,4.76,1.44,1.54
6/4/2018 7:47,5.56,66.2,26.7,4.76,1.47,1.35
6/4/2018 8:17,16.67,198.4,42.9,4.88,1.55,1.5
6/4/2018 8:48,5.88,69,27.5,4.88,1.56,1.46
6/4/2018 9:17,5.88,59.2,28.2,4.88,1.56,1.52
6/4/2018 9:47,5.26,60.6,28.3,4.82,1.56,1.46
6/4/2018 10:18,5.56,63.4,29.9,4.82,1.62,1.52
6/4/2018 10:47,5.56,70.4,28,5.06,1.82,1.82
6/4/2018 11:17,5.56,70.4,21.6,4.88,1.62,1.61
6/4/2018 11:48,5.88,74.6,26,5.06,1.72,1.53
6/4/2018 12:17,5.88,78.8,26.5,5,1.59,1.39
6/4/2018 12:47,5.88,76,24.5,5.13,1.62,1.41
6/4/2018 13:18,5.88,77.4,25.9,5.13,1.62,1.67
6/4/2018 13:47,6.25,81.7,27.8,5.06,1.59,1.63
6/4/2018 14:17,5.88,91.5,24.6,5.2,1.69,1.5
6/4/2018 14:48,6.25,88.7,24.3,5.2,1.73,1.5
6/4/2018 15:17,6.25,83.1,21.6,5.33,1.65,1.91
6/4/2018 15:47,6.25,92.9,26.4,5.41,1.65,1.29
6/4/2018 16:18,6.25,104.2,29.7,5.33,1.56,1.27
6/4/2018 16:47,11.11,147.8,20.9,5.63,1.64,1.49
6/4/2018 17:17,11.76,152,27.4,5.63,1.68,1.39
6/4/2018 17:48,11.11,149.2,36.1,5.41,1.55,1.4
6/4/2018 18:17,11.11,156.2,28.3,5.56,1.6,1.48
6/4/2018 18:47,6.25,85.9,33.7,5.41,1.57,1.43
6/4/2018 19:18,11.76,143.5,26.1,5.8,1.63,1.41
6/4/2018 19:47,13.33,161.8,31.4,5.63,1.59,1.35
6/4/2018 20:17,11.11,156.2,31.3,5.56,1.69,1.34
6/4/2018 20:48,6.25,90.1,33.9,5.48,1.57,1.52
6/4/2018 21:17,15.38,194.2,40,5.56,1.62,1.42
6/4/2018 21:47,11.76,142.1,35.9,5.56,1.64,1.44
6/4/2018 22:18,12.5,160.4,33.8,5.63,1.62,1.37
6/4/2018 22:47,13.33,161.8,29,5.88,1.7,1.56
6/4/2018 23:17,14.29,180.1,20.9,6.06,1.68,1.48
6/4/2018 23:48,12.5,154.8,30.7,5.8,1.6,1.44
6/5/2018 0:17,13.33,166,34.1,6.15,1.67,1.41
6/5/2018 0:47,13.33,175.9,36,6.06,1.63,1.42
6/5/2018 1:18,14.29,184.3,30.8,5.97,1.53,1.31
6/5/2018 1:47,14.29,168.8,36.5,5.88,1.6,1.54
6/5/2018 2:17,14.29,171.7,31.4,6.25,1.65,1.45
6/5/2018 2:48,13.33,173.1,27.1,5.88,1.44,1.37
6/5/2018 3:17,13.33,163.2,26.1,6.06,1.54,1.36
6/5/2018 3:47,13.33,161.8,27.9,6.06,1.54,1.37
6/5/2018 4:18,13.33,174.5,29.8,6.35,1.68,1.62
6/5/2018 4:47,11.76,160.4,27.8,6.06,1.65,1.47
6/5/2018 5:17,13.33,173.1,22.8,5.88,1.55,1.39
6/5/2018 5:48,12.5,173.1,27.8,5.97,1.66,1.5
6/5/2018 6:17,10.53,160.4,35.4,5.63,1.5,1.53
6/5/2018 6:47,11.11,156.2,39.7,5.48,1.49,1.29
6/5/2018 7:18,12.5,159,36,5.63,1.54,1.63
6/5/2018 7:47,11.11,160.4,36,5.56,1.55,1.41
6/5/2018 8:17,13.33,175.9,35.1,5.2,1.53,1.22
6/5/2018 8:48,11.11,140.7,35.3,5.41,1.55,1.4
6/5/2018 9:17,12.5,163.2,34.8,5.48,1.58,1.63
6/5/2018 9:47,12.5,156.2,38.6,5.33,1.52,1.41
6/5/2018 10:18,10.53,152,42.3,5.48,1.55,1.56
6/5/2018 10:47,11.76,160.4,36.9,6.06,1.67,1.92
6/5/2018 11:17,10.53,97.1,48,5.88,1.62,1.6
6/5/2018 11:48,10.53,143.5,39.6,5.71,1.58,1.56
6/5/2018 12:17,11.11,147.8,48.3,5.63,1.55,1.45
6/5/2018 12:47,10.53,122.4,42.7,5.88,1.63,1.63
6/5/2018 13:18,10.53,137.9,52,6.15,1.72,1.75
6/5/2018 13:47,11.11,136.5,39.8,5.8,1.65,1.75
6/5/2018 14:17,11.11,157.6,44.7,5.63,1.69,1.66
6/5/2018 14:48,9.09,95.7,45,5.71,1.66,1.56
6/5/2018 15:17,11.11,136.5,44.3,5.56,1.63,1.61
6/5/2018 15:47,10,136.5,47.6,5.71,1.67,1.88
6/5/2018 16:18,10,129.5,47.7,5.71,1.75,1.76
6/5/2018 16:47,11.11,143.5,44.1,5.41,1.62,1.57
6/5/2018 17:17,10.53,160.4,36.1,5.56,1.63,1.71
6/5/2018 17:48,11.11,171.7,41.2,5.26,1.59,1.57
6/5/2018 18:17,9.09,94.3,54.3,5,1.54,1.35
6/5/2018 18:47,10.53,140.7,58.1,4.88,1.6,1.39
6/5/2018 19:18,10.53,129.5,55.4,4.65,1.65,1.33
6/5/2018 19:47,10.53,108.4,54.2,4.49,1.62,1.37
6/5/2018 20:17,9.09,91.5,47,4.6,1.84,1.69
6/5/2018 20:48,10,114,54.7,4.44,1.87,1.67
6/5/2018 21:17,4.76,191.3,21.9,4.44,1.89,1.9
6/5/2018 21:47,5,192.8,21.2,4.44,1.94,1.97
6/5/2018 22:18,5.26,192.8,29.3,4.65,2.12,1.81
6/5/2018 22:47,5.26,205.4,26.5,4.71,2.19,2.04
6/5/2018 23:17,10.53,118.2,50.5,4.94,2.2,1.92
6/5/2018 23:48,5.56,205.4,32,5.13,2.28,1.93
6/6/2018 0:17,6.67,215.3,33.8,5.41,2.49,2.07
6/6/2018 0:47,7.14,216.7,31.7,5.41,2.46,2.52
6/6/2018 1:18,6.67,211,32.5,5.26,2.32,2.13
6/6/2018 1:47,7.69,219.5,41,5.2,2.27,1.85
6/6/2018 2:17,7.14,222.3,32,5.48,2.44,2.19
6/6/2018 2:48,7.14,213.8,32.6,5.33,2.53,2
6/6/2018 3:17,7.14,206.8,29.4,5.48,2.69,2.22
6/6/2018 3:47,7.69,218.1,26.6,5.71,3.15,2.82
6/6/2018 4:18,7.69,212.4,21.8,5.97,3.64,3.14
6/6/2018 4:47,7.14,204,24.1,5.97,3.58,2.92
6/6/2018 5:17,7.69,218.1,23.3,5.97,3.61,2.86
6/6/2018 5:48,8.33,213.8,26.9,5.97,3.67,2.5
6/6/2018 6:17,8.33,223.7,25.7,6.06,3.75,2.71
6/6/2018 6:47,8.33,212.4,22.9,6.45,4.39,3.44
6/6/2018 7:18,8.33,219.5,23.9,6.67,4.47,3.57
6/6/2018 7:47,8.33,208.2,31.9,6.45,4.38,2.78
6/6/2018 8:17,9.09,208.2,26.6,6.45,4.16,2.94
6/6/2018 8:48,9.09,206.8,28.5,6.56,4.46,2.42
6/6/2018 9:17,9.09,202.6,27.5,6.78,4.58,2.62
6/6/2018 9:47,9.09,205.4,26.6,6.56,4.5,2.35
6/6/2018 10:18,10.53,204,27.5,6.67,4.19,2.08
6/6/2018 10:47,10.53,194.2,23.1,6.9,4.52,2.12
6/6/2018 11:17,10.53,192.8,28.1,6.45,3.82,1.68
6/6/2018 11:48,11.11,201.2,24.2,6.9,4.53,2.01
6/6/2018 12:17,11.11,197,22.7,6.78,4.14,1.92
6/6/2018 12:47,11.76,202.6,13.4,7.27,4.97,1.95
6/6/2018 13:18,10,201.2,22.9,7.14,4.69,2.01
6/6/2018 13:47,11.76,191.3,28.9,7.14,4.58,1.96
6/6/2018 14:17,11.11,195.6,26.1,7.27,4.69,2.09
6/6/2018 14:48,11.76,187.1,24.2,7.02,4.45,2.02
6/6/2018 15:17,11.76,194.2,22.7,7.02,4.42,1.95
6/6/2018 15:47,11.76,198.4,24.7,7.27,4.68,2.13
6/6/2018 16:18,11.76,197,19.6,7.27,4.55,2.22
6/6/2018 16:47,11.76,191.3,21.7,7.41,4.85,2.01
6/6/2018 17:17,11.76,192.8,20.6,7.27,4.81,2.05
6/6/2018 17:48,11.76,192.8,19.2,7.27,4.74,2.19
6/6/2018 18:17,11.76,192.8,17.3,7.27,5.12,1.94
6/6/2018 18:47,11.76,189.9,20.6,7.41,5.01,2.02
6/6/2018 19:18,11.76,188.5,21.5,7.14,4.64,1.92
6/6/2018 19:47,11.11,185.7,20.7,7.27,4.8,1.94
6/6/2018 20:17,12.5,189.9,20.7,7.14,4.75,1.99
6/6/2018 20:48,11.76,202.6,15,7.27,4.63,2.02
6/6/2018 21:17,11.76,189.9,25.9,7.27,4.64,1.77
6/6/2018 21:47,12.5,177.3,18.2,7.41,4.54,2.15
6/6/2018 22:18,12.5,185.7,22.7,7.41,4.19,2
6/6/2018 22:47,11.76,187.1,21.9,7.41,4.21,2.03
6/6/2018 23:17,12.5,187.1,27.8,7.27,4.17,1.91
6/6/2018 23:48,12.5,180.1,22.3,7.14,4.08,2.08
6/7/2018 0:17,12.5,180.1,22.8,7.14,4.04,1.85
6/7/2018 0:47,11.76,184.3,31,6.78,3.76,1.7
6/7/2018 1:18,11.76,191.3,17.2,7.14,3.78,2.19
6/7/2018 1:47,11.76,178.7,21.4,7.02,3.8,1.9
6/7/2018 2:17,11.76,191.3,20.4,7.41,3.84,2.06
6/7/2018 2:48,11.11,192.8,20.6,7.27,3.53,2.09
6/7/2018 3:17,11.76,184.3,21,7.14,3.59,2.08
6/7/2018 3:47,12.5,182.9,18.8,7.02,3.32,1.84
6/7/2018 4:18,11.11,187.1,23.1,7.27,3.61,2.16
6/7/2018 4:47,11.11,180.1,20.5,7.02,3.35,2.26
6/7/2018 5:17,11.76,173.1,18.1,6.78,3.13,1.86
6/7/2018 5:48,10.53,174.5,27.6,6.67,3.46,1.84
6/7/2018 6:17,10.53,178.7,21.3,6.67,3.35,1.96
6/7/2018 6:47,10.53,187.1,28.4,6.45,3.43,1.78
6/7/2018 7:18,11.11,178.7,23.4,6.56,3.62,2.1
6/7/2018 7:47,10.53,182.9,26.5,6.35,3.73,1.68
6/7/2018 8:17,10,195.6,32.2,6.06,3.63,1.68
6/7/2018 8:48,11.11,178.7,19.1,6.15,3.89,1.75
6/7/2018 9:17,7.14,199.8,25.5,6.15,3.83,2.21
6/7/2018 9:47,10,180.1,23.2,6.25,4.14,1.94
6/7/2018 10:18,7.14,206.8,27.2,5.97,3.61,1.81
6/7/2018 10:47,7.69,202.6,24.2,6.25,3.89,2.07
6/7/2018 11:17,7.69,191.3,29.4,6.06,3.73,1.85
6/7/2018 11:48,9.09,175.9,25,6.15,3.78,1.93
6/7/2018 12:17,6.67,195.6,25.6,5.97,3.5,1.81
6/7/2018 12:47,10.53,195.6,19.7,5.88,3.49,1.74
6/7/2018 13:18,8.33,182.9,26,5.97,3.53,1.81
6/7/2018 13:47,11.76,197,21.4,5.88,3.42,1.75
6/7/2018 14:17,7.69,197,26.7,6.15,3.59,1.81
6/7/2018 14:48,7.69,194.2,20.8,6.15,3.67,2
6/7/2018 15:17,7.14,202.6,26.2,6.25,3.67,2.01
6/7/2018 15:47,7.69,201.2,25,6.35,3.74,2.11
6/7/2018 16:18,7.69,195.6,24.4,6.45,4.12,2.06
6/7/2018 16:47,8.33,191.3,28.9,6.35,3.99,1.98
6/7/2018 17:17,9.09,187.1,22.7,6.78,4.32,2.58
6/7/2018 17:48,9.09,188.5,21,6.67,4.42,2.2
6/7/2018 18:17,8.33,197,25.9,6.56,4.17,2.06
6/7/2018 18:47,8.33,187.1,29.2,6.56,4.26,2.17
6/7/2018 19:18,9.09,191.3,22.2,6.67,4.06,2.54
6/7/2018 19:47,7.69,194.2,24.4,6.56,4.04,2.01
6/7/2018 20:17,8.33,195.6,24.8,6.56,3.97,1.95
6/7/2018 20:48,10,187.1,24.3,6.56,3.95,2.02
6/7/2018 21:17,10.53,191.3,24.5,6.35,3.71,1.69
6/7/2018 21:47,9.09,192.8,26.5,6.35,3.65,1.66
6/7/2018 22:18,11.11,185.7,23.6,6.45,3.67,1.68
6/7/2018 22:47,11.11,184.3,28.5,6.06,3.3,1.43
6/7/2018 23:17,9.09,194.2,31.3,6.25,3.47,1.47
6/7/2018 23:48,13.33,199.8,21.3,6.35,3.3,1.41
6/8/2018 0:17,12.5,195.6,22.8,6.78,3.55,1.51
6/8/2018 0:47,12.5,204,22.2,6.67,3.28,1.49
6/8/2018 1:18,11.76,197,22.4,7.02,3.52,1.61
6/8/2018 1:47,13.33,198.4,25.3,6.67,3.34,1.54
6/8/2018 2:17,12.5,197,23.1,7.02,3.4,1.63
6/8/2018 2:48,14.29,194.2,14.3,7.41,3.61,1.71
6/8/2018 3:17,15.38,198.4,17.5,7.27,3.41,1.47
6/8/2018 3:47,13.33,204,18.7,7.14,3.54,1.52
6/8/2018 4:18,14.29,195.6,12.1,7.27,3.6,1.71
6/8/2018 4:47,14.29,197,12.8,7.69,3.74,1.65
6/8/2018 5:17,15.38,191.3,16.1,7.41,3.37,1.5
6/8/2018 5:48,14.29,187.1,15.9,7.55,3.65,1.59
6/8/2018 6:17,14.29,194.2,17.2,7.55,3.79,1.55
6/8/2018 6:47,14.29,191.3,13.8,7.55,3.74,1.6
6/8/2018 7:18,13.33,201.2,14.1,7.84,3.72,1.79
6/8/2018 7:47,14.29,202.6,18.1,7.55,3.52,1.66
6/8/2018 8:17,14.29,189.9,22.7,7.27,3.34,1.67
6/8/2018 8:48,13.33,195.6,20.8,7.69,3.6,1.97
6/8/2018 9:17,14.29,194.2,19.9,7.14,3.25,1.67
6/8/2018 9:47,12.5,194.2,21.9,7.27,3.07,1.49
6/8/2018 10:18,13.33,192.8,18.8,7.41,3.06,1.73
6/8/2018 10:47,14.29,195.6,17,7.55,3.17,1.77
6/8/2018 11:17,15.38,192.8,24.8,7.41,2.93,1.65
6/8/2018 11:48,13.33,194.2,20,7.55,2.89,1.67
6/8/2018 12:17,13.33,197,19,7.84,2.84,1.85
6/8/2018 12:47,12.5,195.6,21.3,7.69,2.72,1.79
6/8/2018 13:18,13.33,194.2,22.8,7.84,2.67,1.86
6/8/2018 13:47,12.5,189.9,17.9,8.33,3,1.9
6/8/2018 14:17,12.5,197,23.5,7.84,2.72,1.61
6/8/2018 14:48,13.33,192.8,18.2,8,2.59,2.01
6/8/2018 15:17,14.29,198.4,19.5,8.33,2.76,1.8
6/8/2018 15:47,13.33,199.8,11.3,8.51,2.71,1.99
6/8/2018 16:18,10.53,195.6,20.1,8.51,2.8,2.01
6/8/2018 16:47,13.33,192.8,15.2,8.33,2.65,1.78
6/8/2018 17:17,13.33,195.6,16.2,8.33,2.7,1.87
6/9/2018 9:17,11.76,189.9,16.2,6.9,2.03,1.84
6/9/2018 9:47,14.29,188.5,21.5,6.67,1.91,1.47
6/9/2018 10:18,13.33,182.9,16,7.41,2.1,1.75
6/9/2018 10:47,11.76,195.6,19,7.02,1.89,1.72
6/9/2018 11:17,11.76,192.8,18.2,7.02,1.99,1.65
6/9/2018 11:48,12.5,188.5,19.7,6.9,2.05,1.72
6/9/2018 12:17,13.33,182.9,23.3,6.67,1.93,1.63
6/9/2018 12:47,13.33,184.3,28.1,6.56,1.9,1.63
6/9/2018 13:18,10.53,185.7,27,6.56,2.01,1.75
6/9/2018 13:47,12.5,181.5,25.9,6.56,1.89,1.58
6/9/2018 14:17,10.53,180.1,30.7,6.67,1.88,1.6
6/9/2018 14:48,11.76,181.5,28.9,6.67,1.97,1.61
6/9/2018 15:17,11.76,188.5,22.8,7.14,2.09,1.81
6/9/2018 15:47,11.11,187.1,25,6.9,1.96,1.7
6/9/2018 16:18,11.76,177.3,25,6.67,1.78,1.49
6/9/2018 16:47,11.11,187.1,26.7,6.56,1.9,1.61
6/9/2018 17:17,12.5,189.9,22.6,6.45,1.95,1.54
6/9/2018 17:48,11.11,187.1,24.2,6.25,1.79,1.54
6/9/2018 18:17,13.33,189.9,25.2,6.25,1.75,1.47
6/9/2018 18:47,11.11,189.9,18.9,6.45,1.79,1.6
6/9/2018 19:18,10.53,187.1,28.2,6.06,1.69,1.44
6/9/2018 19:47,8.33,123.8,62,5.8,1.66,1.39
6/9/2018 20:17,11.11,187.1,25.7,5.63,1.85,1.32
6/9/2018 20:48,10.53,192.8,22,5.48,1.87,1.34
6/9/2018 21:17,7.14,49.3,42.5,5.56,1.84,1.59
6/9/2018 21:47,7.69,53.5,58.8,5.88,1.86,1.67
6/9/2018 22:18,8.33,57.8,45.7,5.88,1.82,1.72
6/9/2018 22:47,7.69,47.9,47.3,5.71,1.81,1.57
6/9/2018 23:17,7.69,59.2,52.1,5.71,1.84,1.55
6/9/2018 23:48,11.11,188.5,36.8,5.41,1.68,1.3
6/10/2018 0:17,9.09,111.2,62.9,5.33,1.77,1.43
6/10/2018 0:47,10.53,177.3,51.9,5.33,1.72,1.28
6/10/2018 1:18,11.11,178.7,36.8,5.41,1.75,1.34
6/10/2018 1:47,7.14,50.7,37.3,5.41,1.86,1.44
6/10/2018 2:17,7.69,53.5,42.6,5.26,1.73,1.4
