Date_NZST,Agent,NetNo,Wd,Wsmps,WdSD,WsSD_m,GWd,GWsmps,Tmax,Tmin,Tav,TGmin,RHav,Td,Rhs,RadGWm2,SunM,Rain,SoilM,PresMSL,ET05,ET10,ET20,ET30,ET50,ET100
6/21/2018 20:00,4506,G23464,282,2.6,,,288,4.1,6.9,6.4,,,76,6.4,72,,,0,,1022.1,,,,,,
6/21/2018 21:00,4424,G14722,219,2.5,,,218,4.1,7.4,6.9,,,69,7.2,70,,,0,,1022.1,,,,,,
6/21/2018 21:00,4506,G23464,296,3.5,,,288,5.1,6.4,5.2,,,74,5.2,76,,,0,,1022,,,,,,
6/21/2018 22:00,4424,G14722,211,1.9,,,213,4.1,7.9,7,,,68,7.7,67,,,0,,1021.9,,,,,,
6/21/2018 22:00,4506,G23464,287,3.5,,,282,5.1,5.5,4,,,77,4,83,,,0,,1022,,,,,,
6/21/2018 23:00,4424,G14722,226,2.1,,,224,3.6,7.9,7.3,,,64,7.5,61,,,0,,1021.7,,,,,,
6/21/2018 23:00,4506,G23464,290,3.5,,,286,4.6,4,3.5,,,84,3.5,84,,,0,,1021.8,,,,,,
6/22/2018 0:00,4424,G14722,235,2.2,,,229,3.6,8.1,7.2,,,61,7.4,62,,,0,,1021.3,,,,,,
6/22/2018 0:00,4506,G23464,279,3.8,,,279,5.1,4.2,3.6,,,80,4.2,76,,,0,,1021.5,,,,,,
6/22/2018 1:00,4424,G14722,215,2.9,,,235,5.1,7.7,7.1,,,61,7.5,59,,,0,,1020.6,,,,,,
6/22/2018 1:00,4506,G23464,284,4.1,,,280,5.7,4.5,4.2,,,74,4.4,72,,,0,,1020.8,,,,,,
6/22/2018 2:00,4424,G14722,261,2.6,,,235,5.1,7.4,7,,,61,7.3,62,,,0,,1020.3,,,,,,
6/22/2018 2:00,4506,G23464,284,3.9,,,280,5.1,4.6,4,,,73,4.5,71,,,0,,1020.2,,,,,,
6/22/2018 3:00,4424,G14722,287,4.5,,,294,7.2,7.5,6.3,,,66,6.3,72,,,0,,1019.9,,,,,,
6/22/2018 3:00,4506,G23464,282,3.3,,,284,4.1,4.6,4.1,,,71,4.2,71,,,0,,1020.1,,,,,,
6/22/2018 4:00,4424,G14722,278,5.7,,,284,6.7,6.3,5.9,,,69,6.1,65,,,0,,1019.4,,,,,,
6/22/2018 4:00,4506,G23464,285,2.6,,,287,3.6,4.8,4.1,,,69,4.3,69,,,0,,1019.4,,,,,,
6/22/2018 5:00,4424,G14722,274,4.6,,,277,6.2,6.4,6.1,,,65,6.3,64,,,0,,1019.4,,,,,,
6/22/2018 5:00,4506,G23464,287,2.9,,,285,4.1,4.5,3.9,,,70,4.4,68,,,0,,1019.1,,,,,,
6/22/2018 6:00,4424,G14722,288,4.6,,,288,5.7,6.4,5.4,,,70,5.5,75,,,0,,1019.2,,,,,,
6/22/2018 6:00,4506,G23464,296,2.3,,,287,2.6,4.6,4.2,,,68,4.5,66,,,0,,1019,,,,,,
6/22/2018 7:00,4424,G14722,285,4.9,,,290,5.7,5.5,5,,,76,5,77,,,0,,1019.3,,,,,,
6/22/2018 7:00,4506,G23464,290,2,,,286,3.1,5,4,,,67,4,69,,,0,,1019.3,,,,,,
6/22/2018 8:00,4424,G14722,283,4.8,,,290,5.7,5.3,4.9,,,76,5.1,75,,,0,,1019.6,,,,,,
6/22/2018 8:00,4506,G23464,295,2.5,,,289,3.1,4.2,3.8,,,68,4,69,,,0,,1019.6,,,,,,
6/22/2018 9:00,4424,G14722,284,4.2,,,282,5.1,6.1,5.1,,,72,6.1,71,,,0,,1019.7,,,,,,
6/22/2018 9:00,4506,G23464,290,2.5,,,283,3.1,4.8,3.9,,,67,4.8,66,,,0,,1019.7,,,,,,
6/22/2018 10:00,4424,G14722,288,4.1,,,280,4.6,7.1,6,,,71,6.9,70,,,0,,1019.8,,,,,,
6/22/2018 10:00,4506,G23464,259,1.8,,,294,3.1,6.5,4.8,,,65,6.3,65,,,0,,1019.6,,,,,,
6/22/2018 11:00,4424,G14722,289,4,,,287,4.6,7.5,6.7,,,68,7.4,64,,,0,,1019.8,,,,,,
6/22/2018 11:00,4506,G23464,152,0.8,,,6,2.1,8.2,6.1,,,63,7.4,61,,,0,,1019.6,,,,,,
6/22/2018 12:00,4424,G14722,298,3.7,,,295,4.6,7.7,7.3,,,64,7.6,63,,,0,,1019.5,,,,,,
6/22/2018 12:00,4506,G23464,189,0.6,,,29,2.6,9.4,7.1,,,62,9.4,59,,,0,,1019,,,,,,
6/22/2018 13:00,4424,G14722,357,2.5,,,319,4.6,8.5,7.7,,,62,8.5,60,,,0,,1018.9,,,,,,
6/22/2018 13:00,4506,G23464,79,1.6,,,78,3.1,10,8,,,59,8.4,60,,,0,,1018.7,,,,,,
6/22/2018 14:00,4424,G14722,23,1.7,,,354,3.6,8.7,8,,,59,8.6,60,,,0,,1018.5,,,,,,
6/22/2018 14:00,4506,G23464,82,1.9,,,71,3.1,8.8,8.2,,,63,8.5,64,,,0,,1018.2,,,,,,
6/22/2018 15:00,4424,G14722,21,1.3,,,44,2.6,8.7,8.1,,,60,8.2,60,,,0,,1018.4,,,,,,
6/22/2018 15:00,4506,G23464,45,2,,,63,3.6,9.4,8.6,,,64,8.9,63,,,0,,1017.9,,,,,,
6/22/2018 16:00,4424,G14722,25,1.2,,,7,2.1,8.5,7.8,,,60,8.3,59,,,0,,1018.4,,,,,,
6/22/2018 16:00,4506,G23464,31,2.1,,,39,3.6,9.4,8.4,,,63,8.4,64,,,0,,1018,,,,,,
6/22/2018 17:00,4424,G14722,15,0.9,,,355,2.1,8.5,7.2,,,60,7.2,62,,,0,,1018.2,,,,,,
6/22/2018 17:00,4506,G23464,29,1.8,,,39,3.6,8.5,5.6,,,68,5.6,74,,,0,,1018.2,,,,,,
6/22/2018 18:00,4424,G14722,328,1.2,,,312,2.6,7.2,6.7,,,62,7.1,62,,,0,,1018.6,,,,,,
6/22/2018 18:00,4506,G23464,349,1.8,,,355,2.6,6,5.3,,,78,5.5,80,,,0,,1018.5,,,,,,
6/22/2018 19:00,4424,G14722,279,2.1,,,279,3.1,7.2,6,,,67,6.4,71,,,0,,1018.8,,,,,,
6/22/2018 19:00,4506,G23464,355,1.9,,,358,2.6,5.4,4.7,,,81,4.8,82,,,0,,1018.6,,,,,,
6/22/2018 20:00,4424,G14722,275,3.1,,,274,3.6,6.6,6,,,69,6.4,68,,,0,,1018.9,,,,,,
6/22/2018 20:00,4506,G23464,6,1.8,,,9,2.6,4.9,4.5,,,82,4.8,81,,,0,,1018.7,,,,,,
6/22/2018 21:00,4424,G14722,272,3.3,,,276,4.1,6.6,6.1,,,67,6.2,68,,,0,,1018.8,,,,,,
6/22/2018 21:00,4506,G23464,360,1.5,,,4,2.1,5,4.7,,,80,4.8,80,,,0,,1018.6,,,,,,
6/22/2018 22:00,4424,G14722,280,3.4,,,276,4.1,6.5,6.2,,,69,6.3,68,,,0,,1018.6,,,,,,
6/22/2018 22:00,4506,G23464,313,1.5,,,354,2.1,5.1,4.7,,,79,4.8,80,,,0,,1018.4,,,,,,
6/22/2018 23:00,4424,G14722,275,3,,,270,4.1,6.4,6,,,69,6.2,70,,,0,,1018.5,,,,,,
6/22/2018 23:00,4506,G23464,304,1.5,,,275,2.1,4.9,4.5,,,79,4.7,78,,,0,,1018.4,,,,,,
6/23/2018 0:00,4424,G14722,278,2.7,,,272,3.6,6.4,5.8,,,71,6.1,72,,,0,,1018.2,,,,,,
6/23/2018 0:00,4506,G23464,6,1.1,,,290,1.5,5.1,4.6,,,76,4.9,76,,,0,,1018,,,,,,
6/23/2018 1:00,4424,G14722,291,3.3,,,287,4.6,6.2,5.7,,,74,5.7,77,,,0,,1017.8,,,,,,
6/23/2018 1:00,4506,G23464,352,0.8,,,356,1.5,5,4.6,,,75,4.6,75,,,0,,1017.7,,,,,,
6/23/2018 2:00,4424,G14722,284,3.8,,,295,4.6,6,5.5,,,75,5.9,74,,,0,,1017.6,,,,,,
6/23/2018 2:00,4506,G23464,335,1.1,,,329,2.1,4.8,4.3,,,74,4.5,73,,,0,,1017.3,,,,,,
6/23/2018 3:00,4424,G14722,294,3,,,283,4.1,6.1,5.8,,,72,5.8,73,,,0,,1017.1,,,,,,
6/23/2018 3:00,4506,G23464,324,1.7,,,331,2.1,4.9,4.4,,,73,4.7,74,,,0,,1017.1,,,,,,
6/23/2018 4:00,4424,G14722,292,3.3,,,312,4.1,5.7,4.8,,,75,4.8,76,,,0,,1016.6,,,,,,
6/23/2018 4:00,4506,G23464,332,1.8,,,328,2.1,4.8,4.6,,,76,4.7,78,,,0,,1016.4,,,,,,
6/23/2018 5:00,4424,G14722,290,2.9,,,283,3.6,4.9,4.5,,,74,4.8,73,,,0,,1016.2,,,,,,
6/23/2018 5:00,4506,G23464,335,1.9,,,341,2.6,4.9,4.4,,,76,4.4,76,,,0,,1016,,,,,,
6/23/2018 6:00,4424,G14722,306,2.4,,,314,3.1,5,4.7,,,73,4.7,73,,,0,,1016.1,,,,,,
6/23/2018 6:00,4506,G23464,310,1.7,,,356,2.6,4.7,3.8,,,77,4.6,75,,,0,,1016,,,,,,
6/23/2018 7:00,4424,G14722,320,2.7,,,306,3.6,4.8,4.4,,,72,4.6,70,,,0,,1016.3,,,,,,
6/23/2018 7:00,4506,G23464,349,1.6,,,357,3.1,4.7,3.6,,,79,3.7,84,,,0,,1016.2,,,,,,
6/23/2018 8:00,4424,G14722,305,2.3,,,296,3.1,4.7,3.9,,,73,3.9,77,,,0,,1016.5,,,,,,
6/23/2018 8:00,4506,G23464,358,2.3,,,12,3.1,3.8,3.2,,,83,3.5,82,,,0,,1016.3,,,,,,
6/23/2018 9:00,4424,G14722,301,2.4,,,301,3.6,5.2,3.9,,,73,4.9,77,,,0,,1016.4,,,,,,
6/23/2018 9:00,4506,G23464,321,2.1,,,1,3.1,5.2,3.4,,,76,5.2,70,,,0,,1016.4,,,,,,
6/23/2018 10:00,4424,G14722,314,2.1,,,297,3.6,5.5,4.4,,,74,5.5,73,,,0,,1016.4,,,,,,
6/23/2018 10:00,4506,G23464,15,1.7,,,15,2.6,7.1,5.3,,,71,7,71,,,0,,1016.2,,,,,,
6/23/2018 11:00,4424,G14722,302,2.5,,,303,3.6,6.3,5.4,,,71,6.1,69,,,0,,1016.2,,,,,,
6/23/2018 11:00,4506,G23464,26,1.8,,,8,3.1,8.1,7.3,,,70,8,68,,,0,,1015.8,,,,,,
6/23/2018 12:00,4424,G14722,304,2.5,,,305,3.6,7.5,6.1,,,66,7.5,66,,,0,,1015.3,,,,,,
6/23/2018 12:00,4506,G23464,51,1.9,,,34,4.1,8.8,7.8,,,67,8.2,65,,,0,,1015,,,,,,
6/23/2018 13:00,4424,G14722,349,1.8,,,306,3.1,8.7,7.3,,,62,8.7,60,,,0,,1014.2,,,,,,
6/23/2018 13:00,4506,G23464,37,2.1,,,29,3.6,9.1,8,,,67,8.7,66,,,0,,1013.9,,,,,,
6/23/2018 14:00,4424,G14722,6,2.3,,,349,3.1,9.5,8.8,,,59,9.4,63,,,0,,1013.4,,,,,,
6/23/2018 14:00,4506,G23464,45,2.1,,,39,3.6,9.2,8.6,,,63,8.6,62,,,0,,1013.1,,,,,,
6/23/2018 15:00,4424,G14722,7,2.5,,,360,3.6,10.1,9.3,,,66,9.7,67,,,0,,1012.8,,,,,,
6/23/2018 15:00,4506,G23464,29,2.6,,,38,4.6,9.2,8.4,,,63,8.9,64,,,0,,1012.8,,,,,,
6/23/2018 16:00,4424,G14722,51,1.8,,,15,3.1,9.9,9.6,,,69,9.6,71,,,0,,1012.8,,,,,,
6/23/2018 16:00,4506,G23464,20,2.8,,,19,4.6,9,8.1,,,66,8.1,71,,,0,,1012.7,,,,,,
6/23/2018 17:00,4424,G14722,170,1.5,,,166,2.6,9.8,7.9,,,75,7.9,79,,,0,,1012.4,,,,,,
6/23/2018 17:00,4506,G23464,17,3.7,,,21,5.1,8.1,6.7,,,78,6.8,85,,,0,,1012.2,,,,,,
6/23/2018 18:00,4424,G14722,152,2.5,,,180,3.6,9.2,7.8,,,80,9.2,78,,,0,,1012,,,,,,
6/23/2018 18:00,4506,G23464,6,3.6,,,14,4.6,6.8,5.7,,,88,5.7,86,,,0,,1012,,,,,,
6/23/2018 19:00,4424,G14722,285,2.4,,,290,4.1,9.5,8.4,,,80,8.4,84,,,0,,1011.8,,,,,,
6/23/2018 19:00,4506,G23464,341,3,,,352,3.6,6,4.8,,,85,6,82,,,0,,1011.8,,,,,,
6/23/2018 20:00,4424,G14722,293,4.6,,,283,5.7,8.4,7.3,,,83,7.3,82,,,0,,1011.6,,,,,,
6/23/2018 20:00,4506,G23464,329,2.4,,,348,3.1,7.2,6,,,71,7,63,,,0,,1011.3,,,,,,
6/23/2018 21:00,4424,G14722,297,4.7,,,294,5.7,7.8,7,,,81,7.3,80,,,0,,1011.1,,,,,,
6/23/2018 21:00,4506,G23464,349,1.8,,,346,3.1,7.3,6.2,,,62,7.3,58,,,0,,1011,,,,,,
6/23/2018 22:00,4424,G14722,313,6.2,,,312,8.2,8.9,7.5,,,73,8.8,67,,,0,,1010.5,,,,,,
6/23/2018 22:00,4506,G23464,338,2.5,,,337,3.6,7.6,6.4,,,60,7.4,56,,,0,,1010.2,,,,,,
6/23/2018 23:00,4424,G14722,306,5.3,,,315,6.7,8.8,7.8,,,67,8,66,,,0,,1010.3,,,,,,
6/23/2018 23:00,4506,G23464,9,2.6,,,327,4.6,7.3,6.3,,,59,6.8,58,,,0,,1009.8,,,,,,
6/24/2018 0:00,4424,G14722,298,4.8,,,285,6.7,8.4,7.7,,,69,8.3,71,,,0,,1009.8,,,,,,
6/24/2018 0:00,4506,G23464,335,2.1,,,337,3.1,7.7,6.7,,,55,7.3,55,,,0,,1009.1,,,,,,
6/24/2018 1:00,4424,G14722,328,5.1,,,313,7.7,9.5,7.8,,,68,9.2,68,,,0,,1009.1,,,,,,
6/24/2018 1:00,4506,G23464,355,2.5,,,331,3.6,8.3,7.2,,,52,7.6,52,,,0,,1008.2,,,,,,
6/24/2018 2:00,4424,G14722,325,12.4,,,320,16,11,9.3,,,65,10.8,63,,,0,,1008,,,,,,
6/24/2018 2:00,4506,G23464,346,2.8,,,357,3.6,7.8,5.9,,,57,7.8,51,,,0,,1007.6,,,,,,
6/24/2018 3:00,4424,G14722,327,15.3,,,330,18.5,11.2,10.8,,,61,11.1,62,,,0,,1007.2,,,,,,
6/24/2018 3:00,4506,G23464,9,2.9,,,333,4.1,7.9,5.7,,,59,5.7,68,,,0,,1006.9,,,,,,
6/24/2018 4:00,4424,G14722,326,13.9,,,326,17,11.1,10.8,,,63,10.8,63,,,0,,1006.8,,,,,,
6/24/2018 4:00,4506,G23464,26,1.7,,,7,3.1,8,5.7,,,62,7.5,52,,,0,,1006,,,,,,
6/24/2018 5:00,4424,G14722,336,13.4,,,338,16.5,10.9,10.6,,,65,10.6,67,,,0,,1005.6,,,,,,
6/24/2018 5:00,4506,G23464,318,2.5,,,336,4.6,8.8,6.3,,,54,8.1,51,,,0,,1005,,,,,,
6/24/2018 6:00,4424,G14722,335,14.3,,,331,17.5,10.9,10.5,,,67,10.5,69,,,0,,1005.2,,,,,,
6/24/2018 6:00,4506,G23464,329,3.1,,,323,5.1,9.2,6.8,,,51,8.1,51,,,0,,1004.2,,,,,,
6/24/2018 7:00,4424,G14722,334,13.6,,,338,16.5,11.1,10.5,,,67,10.9,67,,,0,,1005.1,,,,,,
6/24/2018 7:00,4506,G23464,338,3.3,,,318,5.7,11.4,8.1,,,43,9.7,42,,,0,,1003.6,,,,,,
6/24/2018 8:00,4424,G14722,333,15.2,,,333,19,11.1,10.9,,,67,11.1,67,,,0,,1004,,,,,,
6/24/2018 8:00,4506,G23464,14,2.4,,,325,4.6,9.8,8.3,,,46,9.1,46,,,0,,1003.6,,,,,,
6/24/2018 9:00,4424,G14722,332,15.1,,,325,21.1,11.3,11,,,67,11.3,67,,,0,,1004.8,,,,,,
6/24/2018 9:00,4506,G23464,355,2.6,,,350,5.7,11,7.9,,,48,9.7,48,,,0,,1002.8,,,,,,
6/24/2018 10:00,4424,G14722,341,14.4,,,338,18.5,12,11.3,,,65,11.9,65,,,0,,1004.6,,,,,,
6/24/2018 10:00,4506,G23464,358,3.8,,,3,6.7,10.8,8.3,,,53,8.7,59,,,0,,1002.3,,,,,,
6/24/2018 11:00,4424,G14722,342,12.5,,,336,16,12.5,12,,,64,12.3,65,,,0,,1004.7,,,,,,
6/24/2018 11:00,4506,G23464,14,3.9,,,6,8.8,11.1,8.2,,,53,9.6,59,,,0,,1001.5,,,,,,
6/24/2018 12:00,4424,G14722,350,12.7,,,341,16,12.8,12.1,,,63,12.8,62,,,0,,1003.5,,,,,,
6/24/2018 12:00,4506,G23464,62,4.1,,,39,7.7,12.9,9.7,,,47,11.7,46,,,0,,999.3,,,,,,
6/24/2018 13:00,4424,G14722,349,11.5,,,358,14.9,13,12.4,,,66,13,64,,,0,,1001.8,,,,,,
6/24/2018 13:00,4506,G23464,3,4.2,,,7,7.7,14.4,11.4,,,45,14.4,40,,,0,,998.4,,,,,,
6/24/2018 14:00,4424,G14722,344,10.2,,,337,14.4,13.7,13,,,64,13.4,66,,,0,,1001,,,,,,
6/24/2018 14:00,4506,G23464,20,3,,,300,8.8,15.5,13.6,,,37,14.2,39,,,0,,997.3,,,,,,
6/24/2018 15:00,4424,G14722,334,11.4,,,336,14.9,14,13.3,,,63,13.8,62,,,0,,1001,,,,,,
6/24/2018 15:00,4506,G23464,25,2.8,,,331,6.7,15.5,13,,,37,13.7,44,,,0,,997.1,,,,,,
6/24/2018 16:00,4424,G14722,321,12.1,,,325,16,13.9,13.4,,,63,13.4,65,,,0,,1000.1,,,,,,
6/24/2018 16:00,4506,G23464,293,4.9,,,312,12.4,16.1,13,,,43,15.6,41,,,0,,996.8,,,,,,
6/24/2018 17:00,4424,G14722,336,8.8,,,320,13.9,13.4,12.4,,,68,12.4,71,,,0,,1000,,,,,,
6/24/2018 17:00,4506,G23464,234,3.4,,,227,7.7,15.2,10.7,,,55,13,50,,,0,,996.7,,,,,,
6/24/2018 18:00,4424,G14722,317,4.9,,,322,8.2,12.4,12,,,71,12.1,70,,,0,,999.7,,,,,,
6/24/2018 18:00,4506,G23464,197,4.1,,,249,7.7,13.5,11.3,,,54,11.3,60,,,0,,996.7,,,,,,
6/24/2018 19:00,4424,G14722,359,7.4,,,357,10.3,12.5,12,,,69,12.1,67,,,0,,1000,,,,,,
6/24/2018 19:00,4506,G23464,217,3.3,,,220,6.7,13.7,10,,,57,12.1,50,,,0,,997.1,,,,,,
6/24/2018 20:00,4424,G14722,350,10.3,,,354,13.4,12.2,11.9,,,66,11.9,66,,,0,,999.6,,,,,,
6/24/2018 20:00,4506,G23464,341,3.1,,,221,8.2,14.2,10.8,,,49,11.4,63,,,0,,997.8,,,,,,
6/24/2018 21:00,4424,G14722,346,13.2,,,346,17,12,11.7,,,65,11.7,67,,,0,,999.5,,,,,,
6/24/2018 21:00,4506,G23464,183,5,,,184,10.3,13.8,10.2,,,54,10.2,62,,,0,,998.2,,,,,,
6/24/2018 22:00,4424,G14722,343,13.4,,,345,15.4,11.7,11.4,,,67,11.5,67,,,0,,999.6,,,,,,
6/24/2018 22:00,4506,G23464,346,2.9,,,183,7.2,10.7,8.8,,,64,9.7,63,,,0,,998.9,,,,,,
6/24/2018 23:00,4424,G14722,326,12.5,,,337,16.5,12.1,11.3,,,63,11.9,60,,,0,,999.9,,,,,,
6/24/2018 23:00,4506,G23464,299,2.4,,,333,4.6,10.1,9.1,,,60,9.2,63,,,0,,999.1,,,,,,
6/25/2018 0:00,4424,G14722,306,9.2,,,323,12.9,12,11.2,,,62,11.5,61,,,0,,1000.7,,,,,,
6/25/2018 0:00,4506,G23464,290,3.2,,,282,5.7,9.4,8.4,,,67,8.9,62,,,0,,999,,,,,,
6/25/2018 1:00,4424,G14722,304,8.7,,,305,13.9,11.9,11.1,,,60,11.6,56,,,0,,1000.6,,,,,,
6/25/2018 1:00,4506,G23464,349,4.1,,,350,7.7,9.7,7.3,,,61,7.5,67,,,0,,998.5,,,,,,
6/25/2018 2:00,4424,G14722,325,9.8,,,310,14.4,11.6,10.8,,,59,10.9,60,,,0,,1000.1,,,,,,
6/25/2018 2:00,4506,G23464,141,2.1,,,349,7.7,11.3,7.4,,,50,10.9,35,,,0,,998.6,,,,,,
6/25/2018 3:00,4424,G14722,314,13,,,317,17,11.5,10.9,,,54,11.2,48,,,0,,999.6,,,,,,
6/25/2018 3:00,4506,G23464,214,3.5,,,236,5.7,11.7,10.1,,,34,10.2,36,,,0,,998.5,,,,,,
6/25/2018 4:00,4424,G14722,323,13.2,,,319,18,11.3,10.5,,,52,10.5,58,,,0,,999.5,,,,,,
6/25/2018 4:00,4506,G23464,231,4,,,193,6.7,10.8,8.9,,,47,10.6,40,,,0,,998.4,,,,,,
6/25/2018 5:00,4424,G14722,334,12.4,,,325,16,10.6,10,,,57,10,58,,,0,,999.4,,,,,,
6/25/2018 5:00,4506,G23464,276,2.4,,,347,5.1,10.9,8.5,,,40,10.9,31,,,0,,997.9,,,,,,
6/25/2018 6:00,4424,G14722,336,11.5,,,340,14.9,10.2,9.7,,,60,9.8,61,,,0,,999.4,,,,,,
6/25/2018 6:00,4506,G23464,180,2.9,,,304,7.7,11.4,8,,,37,9,43,,,0,,998.5,,,,,,
6/25/2018 7:00,4424,G14722,343,12,,,349,16.5,9.9,9.5,,,60,9.5,59,,,0,,999.7,,,,,,
6/25/2018 7:00,4506,G23464,239,3.5,,,312,8.2,10.1,8.4,,,45,8.7,51,,,0,,998.5,,,,,,
6/25/2018 8:00,4424,G14722,286,8.3,,,322,12.4,10,9.2,,,60,9.5,59,,,0,,1000.2,,,,,,
6/25/2018 8:00,4506,G23464,231,5.4,,,198,9.8,9,7.7,,,61,8.6,57,,,0,,998.8,,,,,,
6/25/2018 9:00,4424,G14722,328,10.3,,,319,13.9,9.7,9.4,,,61,9.5,61,,,0,,1000.7,,,,,,
6/25/2018 9:00,4506,G23464,268,3.4,,,246,5.1,9,8,,,54,8.3,52,,,0,,999.1,,,,,,
6/25/2018 10:00,4424,G14722,322,9.5,,,320,12.9,10.4,9.3,,,60,10.4,60,,,0,,999.7,,,,,,
6/25/2018 10:00,4506,G23464,253,4.4,,,240,6.7,9.8,8.3,,,49,9.7,47,,,0,,999.5,,,,,,
6/25/2018 11:00,4424,G14722,306,11.9,,,316,14.4,11.1,10.1,,,59,11.1,56,,,0,,1000.2,,,,,,
6/25/2018 11:00,4506,G23464,234,5.6,,,247,9.8,11.2,9.8,,,42,10.9,43,,,0,,999.9,,,,,,
6/25/2018 12:00,4424,G14722,292,10.3,,,304,12.9,11.5,11.1,,,56,11.5,56,,,0,,999.5,,,,,,
6/25/2018 12:00,4506,G23464,197,5.2,,,205,8.2,11,9.9,,,51,10.3,58,,,0,,999.9,,,,,,
6/25/2018 13:00,4424,G14722,292,8.6,,,286,11.3,11.6,10.9,,,57,11.1,61,,,0,,999.8,,,,,,
6/25/2018 13:00,4506,G23464,178,5.8,,,193,8.8,10.6,9.9,,,55,10.4,55,,,0,,999.6,,,,,,
6/25/2018 14:00,4424,G14722,289,4.7,,,290,7.7,12.5,11.1,,,56,12.1,52,,,0,,999.8,,,,,,
6/25/2018 14:00,4506,G23464,197,8,,,196,11.8,10.8,10.2,,,57,10.2,55,,,0,,999.4,,,,,,
6/25/2018 15:00,4424,G14722,170,3.8,,,149,6.2,12.2,11.1,,,59,11.1,57,,,0,,1000.4,,,,,,
6/25/2018 15:00,4506,G23464,194,8.5,,,196,10.8,10.3,9.9,,,51,9.9,53,,,0,,999.6,,,,,,
6/25/2018 16:00,4424,G14722,193,3.8,,,170,6.2,11.3,9.9,,,54,10,52,,,0,,1000.8,,,,,,
6/25/2018 16:00,4506,G23464,189,5.4,,,183,8.8,10.3,9.6,,,46,10.1,53,,,0,,1000,,,,,,
6/25/2018 17:00,4424,G14722,212,1.8,,,187,3.1,10.8,10,,,49,10.2,52,,,0,,1001,,,,,,
6/25/2018 17:00,4506,G23464,349,1.4,,,351,4.1,10.9,7.8,,,61,7.8,70,,,0,,1000.4,,,,,,
6/25/2018 18:00,4424,G14722,284,1.4,,,298,2.6,10.5,8.7,,,57,8.7,67,,,0,,1001.1,,,,,,
6/25/2018 18:00,4506,G23464,358,2.9,,,3,5.1,8.3,7,,,69,7.5,68,,,0,,1000.7,,,,,,
6/25/2018 19:00,4424,G14722,302,1.6,,,287,3.1,9.6,8.3,,,59,8.7,59,,,0,,1001.3,,,,,,
6/25/2018 19:00,4506,G23464,23,3.3,,,356,5.1,7.9,6.2,,,65,7,62,,,0,,1001,,,,,,
6/25/2018 20:00,4424,G14722,292,2.1,,,302,3.6,8.9,7.9,,,64,7.9,69,,,0,,1001.4,,,,,,
6/25/2018 20:00,4506,G23464,279,3.2,,,256,5.7,7.6,6.1,,,62,7.3,59,,,0,,1001.9,,,,,,
6/25/2018 21:00,4424,G14722,294,5.3,,,308,7.2,8.2,7,,,69,7.3,69,,,0,,1001.4,,,,,,
6/25/2018 21:00,4506,G23464,245,3.8,,,243,6.2,8.5,7,,,47,7.8,38,,,0,,1002.1,,,,,,
6/25/2018 22:00,4424,G14722,271,4.5,,,275,6.7,7.5,6.6,,,66,7.5,64,,,0,,1001.6,,,,,,
6/25/2018 22:00,4506,G23464,279,4.7,,,266,8.8,8.2,6.9,,,43,7,47,,,0,,1002.1,,,,,,
6/25/2018 23:00,4424,G14722,234,4.8,,,286,8.8,8.3,6.8,,,54,8.3,42,,,0,,1002,,,,,,
6/25/2018 23:00,4506,G23464,259,5.3,,,277,7.7,7.6,6.8,,,45,7,47,,,0,,1002,,,,,,
6/26/2018 0:00,4424,G14722,239,4.6,,,257,7.7,8.4,7.1,,,50,7.7,42,,,0,,1002.2,,,,,,
6/26/2018 0:00,4506,G23464,251,5.4,,,271,8.8,8,6.8,,,43,8,37,,,0,,1001.5,,,,,,
6/26/2018 1:00,4424,G14722,313,3.7,,,303,6.2,8.1,7.6,,,50,7.7,50,,,0,,1002.1,,,,,,
6/26/2018 1:00,4506,G23464,242,4,,,237,8.2,8.3,7.5,,,37,7.8,37,,,0,,1000.7,,,,,,
6/26/2018 2:00,4424,G14722,319,5.8,,,323,8.8,8.2,6.7,,,57,7.6,59,,,0,,1001.7,,,,,,
6/26/2018 2:00,4506,G23464,329,3.7,,,319,6.7,8,5.6,,,42,6.2,45,,,0,,1000.2,,,,,,
6/26/2018 3:00,4424,G14722,309,7.7,,,308,10.8,8.2,7.6,,,57,7.9,52,,,0,,1001,,,,,,
6/26/2018 3:00,4506,G23464,338,2.1,,,340,5.1,8.4,6.3,,,42,7.4,42,,,0,,1000.4,,,,,,
6/26/2018 4:00,4424,G14722,292,6.5,,,313,8.8,7.9,6.7,,,56,7.6,55,,,0,,1000.8,,,,,,
6/26/2018 4:00,4506,G23464,276,3.7,,,296,10.8,9.5,7.3,,,42,9.3,44,,,0,,999.7,,,,,,
6/26/2018 5:00,4424,G14722,302,6.4,,,298,9.3,8.3,7.7,,,52,8.3,54,,,0,,1000.5,,,,,,
6/26/2018 5:00,4506,G23464,203,9.1,,,200,14.4,10.2,9,,,51,9,57,,,0,,1000.2,,,,,,
6/26/2018 6:00,4424,G14722,276,6.2,,,295,8.8,8.7,8,,,52,8.5,50,,,0,,1001,,,,,,
6/26/2018 6:00,4506,G23464,197,15.6,,,198,24.7,9,7.5,,,60,7.6,65,,,0,,1001.7,,,,,,
6/26/2018 7:00,4424,G14722,218,5.3,,,232,16.5,9.5,7.8,,,53,7.9,60,,,0.2,,1003,,,,,,
