Date_NZST,Agent,NetNo,Wd,Wsmps,WdSD,WsSD_m,GWd,GWsmps,Tmax,Tmin,Tav,TGmin,RHav,Td,Rhs,RadGWm2,SunM,Rain,SoilM,PresMSL,ET05,ET10,ET20,ET30,ET50,ET100
5/1/2018 0:00,4424,G14722,204,12.7,,,206,20.1,12.7,12.4,,,80,12.5,80,,,,,1004.6,,,,,,
5/1/2018 0:00,4506,G23464,239,6.8,,,224,10.8,11.2,10.5,,,97,10.8,96,,,0,,1008.1,,,,,,
5/1/2018 1:00,4424,G14722,202,13.7,,,200,21.6,12.5,12.2,,,81,12.4,81,,,,,1004.6,,,,,,
5/1/2018 1:00,4506,G23464,225,6.8,,,231,11.3,11.1,10.6,,,95,11.1,94,,,0,,1007.8,,,,,,
5/1/2018 2:00,4424,G14722,206,13.1,,,207,21.1,12.5,12.3,,,80,12.4,80,,,,,1004.6,,,,,,
5/1/2018 2:00,4506,G23464,222,7.6,,,229,11.3,11.4,10.9,,,91,11.3,88,,,0,,1007.5,,,,,,
5/1/2018 3:00,4424,G14722,200,13.3,,,201,22.1,12.6,12.3,,,79,12.5,78,,,,,1004.3,,,,,,
5/1/2018 3:00,4506,G23464,259,6.6,,,234,10.3,11.4,10.6,,,89,10.6,92,,,0,,1007,,,,,,
5/1/2018 4:00,4424,G14722,209,11.3,,,207,18.5,12.8,12.3,,,76,12.8,74,,,,,1004.4,,,,,,
5/1/2018 4:00,4506,G23464,262,6.7,,,270,9.3,10.6,10.3,,,91,10.3,90,,,0,,1006.1,,,,,,
5/1/2018 5:00,4424,G14722,207,9.9,,,203,16.5,13,12.8,,,73,12.9,73,,,,,1004.6,,,,,,
5/1/2018 5:00,4506,G23464,253,5.8,,,264,8.8,10.7,10.2,,,88,10.6,86,,,0,,1005.8,,,,,,
5/1/2018 6:00,4424,G14722,204,8.2,,,211,13.4,13,12.7,,,72,12.7,72,,,,,1004.9,,,,,,
5/1/2018 6:00,4506,G23464,189,5.1,,,186,9.3,11.3,10.5,,,87,11.1,88,,,0,,1005.4,,,,,,
5/1/2018 7:00,4424,G14722,209,7.2,,,203,11.3,12.9,12.7,,,73,12.9,75,,,,,1005,,,,,,
5/1/2018 7:00,4506,G23464,194,9.5,,,192,12.4,11.3,10.8,,,85,10.9,87,,,0,,1005.5,,,,,,
5/1/2018 8:00,4424,G14722,205,6.8,,,200,11.8,12.9,12.4,,,76,12.7,77,,,,,1005.4,,,,,,
5/1/2018 8:00,4506,G23464,203,8.3,,,196,12.9,10.9,10.6,,,90,10.7,92,,,0,,1005.6,,,,,,
5/1/2018 9:00,4424,G14722,193,7.9,,,197,10.8,13.6,12.7,,,76,13.2,76,,,,,1005.6,,,,,,
5/1/2018 9:00,4506,G23464,236,4.3,,,197,7.7,11.2,10.7,,,90,11.1,87,,,0,,1006.2,,,,,,
5/1/2018 10:00,4424,G14722,198,7.2,,,195,10.8,13.8,13.1,,,73,13.6,73,,,,,1005.7,,,,,,
5/1/2018 10:00,4506,G23464,223,3.1,,,222,4.6,11.9,11.2,,,85,11.5,82,,,0,,1005.8,,,,,,
5/1/2018 11:00,4424,G14722,207,6.5,,,188,8.8,14.2,13.7,,,73,14,74,,,,,1005.8,,,,,,
5/1/2018 11:00,4506,G23464,222,3.8,,,214,6.2,12,11.3,,,84,11.9,85,,,0,,1005.7,,,,,,
5/1/2018 12:00,4424,G14722,186,6,,,192,7.7,14.3,13.8,,,75,14.1,74,,,,,1005.5,,,,,,
5/1/2018 12:00,4506,G23464,150,2.3,,,190,4.1,12.7,11.8,,,83,12.7,83,,,0,,1004.9,,,,,,
5/1/2018 13:00,4424,G14722,171,4.5,,,182,6.7,14.2,13.3,,,76,13.6,77,,,,,1004.9,,,,,,
5/1/2018 13:00,4506,G23464,155,2.6,,,163,4.6,12.8,11.9,,,84,12.6,83,,,0,,1004.3,,,,,,
5/1/2018 14:00,4424,G14722,147,2.9,,,168,5.1,14.1,13.3,,,76,13.8,74,,,,,1004.3,,,,,,
5/1/2018 14:00,4506,G23464,48,2.4,,,49,4.6,14.7,12.7,,,81,14.1,82,,,0,,1003.9,,,,,,
5/1/2018 15:00,4424,G14722,76,2,,,66,3.1,14,13.1,,,76,13.2,78,,,,,1004.3,,,,,,
5/1/2018 15:00,4506,G23464,45,2.3,,,43,4.1,14.4,13.4,,,79,13.8,78,,,0,,1004.4,,,,,,
5/1/2018 16:00,4424,G14722,74,2.6,,,56,4.6,13.4,12.9,,,79,12.9,80,,,,,1004.6,,,,,,
5/1/2018 16:00,4506,G23464,71,1.8,,,21,3.1,14.2,13.3,,,80,13.7,80,,,0,,1005,,,,,,
5/1/2018 17:00,4424,G14722,123,1.8,,,88,2.6,13.1,12.8,,,80,12.9,80,,,,,1005.4,,,,,,
5/1/2018 17:00,4506,G23464,138,2,,,101,3.1,13.3,11.1,,,85,11.1,91,,,0,,1006.5,,,,,,
5/1/2018 18:00,4424,G14722,191,1.6,,,180,3.1,13,12.1,,,82,12.2,84,,,,,1006.4,,,,,,
5/1/2018 18:00,4506,G23464,194,2.4,,,156,3.6,11.2,10.8,,,92,10.9,93,,,0,,1007.5,,,,,,
5/1/2018 19:00,4424,G14722,179,5,,,180,8.8,13,12.2,,,84,12.9,83,,,,,1007.4,,,,,,
5/1/2018 19:00,4506,G23464,234,2,,,200,3.6,11.1,10.6,,,94,10.9,94,,,0,,1008.3,,,,,,
5/1/2018 20:00,4424,G14722,194,7.3,,,184,10.3,13,12.2,,,82,12.5,82,,,,,1007.9,,,,,,
5/1/2018 20:00,4506,G23464,220,3,,,218,4.1,11.2,10.9,,,95,10.9,95,,,0,,1009.3,,,,,,
5/1/2018 21:00,4424,G14722,196,7.9,,,185,11.3,12.7,12,,,83,12.4,83,,,,,1008.7,,,,,,
5/1/2018 21:00,4506,G23464,284,4,,,290,5.7,11.7,10.9,,,95,11.7,94,,,0,,1009.5,,,,,,
5/1/2018 22:00,4424,G14722,205,7.1,,,201,10.3,12.5,12.1,,,83,12.3,83,,,,,1009.2,,,,,,
5/1/2018 22:00,4506,G23464,268,4.2,,,272,5.7,12.4,11.7,,,92,12.4,90,,,0,,1010.5,,,,,,
5/1/2018 23:00,4424,G14722,213,4.5,,,200,9.3,13,12.3,,,81,12.9,81,,,,,1010.2,,,,,,
5/1/2018 23:00,4506,G23464,186,5.8,,,194,10.3,12.7,12.1,,,87,12.1,90,,,0,,1012.1,,,,,,
5/2/2018 0:00,4424,G14722,190,6.6,,,185,12.4,13.7,12.8,,,79,13.7,75,,,,,1011.1,,,,,,
5/2/2018 0:00,4506,G23464,265,5.5,,,198,8.8,12.1,11.1,,,91,11.1,93,,,0,,1012.7,,,,,,
5/2/2018 1:00,4424,G14722,210,8.2,,,208,12.9,13.8,12.8,,,75,12.8,75,,,,,1011.6,,,,,,
5/2/2018 1:00,4506,G23464,282,4.4,,,277,7.7,11.2,10.8,,,92,10.8,93,,,0,,1013.2,,,,,,
5/2/2018 2:00,4424,G14722,193,8.6,,,189,13.9,12.9,12.6,,,78,12.8,80,,,,,1012.2,,,,,,
5/2/2018 2:00,4506,G23464,197,5.1,,,193,9.3,10.8,10.2,,,96,10.2,98,,,0.6,,1013.9,,,,,,
5/2/2018 3:00,4424,G14722,210,9,,,209,13.9,12.8,12.5,,,78,12.7,78,,,,,1012.5,,,,,,
5/2/2018 3:00,4506,G23464,200,7.8,,,184,11.8,10.4,10.1,,,96,10.1,97,,,0,,1014.1,,,,,,
5/2/2018 4:00,4424,G14722,201,9.1,,,204,14.9,12.6,11.7,,,79,11.9,77,,,,,1013,,,,,,
5/2/2018 4:00,4506,G23464,225,7.9,,,215,12.9,10.2,9.2,,,98,9.8,97,,,0.6,,1014.4,,,,,,
5/2/2018 5:00,4424,G14722,208,10,,,201,16,12,11.7,,,78,11.7,80,,,,,1014,,,,,,
5/2/2018 5:00,4506,G23464,259,4.5,,,239,6.7,10.2,9.7,,,93,10.2,89,,,0,,1015.3,,,,,,
5/2/2018 6:00,4424,G14722,199,7.9,,,196,13.4,12,11.5,,,78,11.9,77,,,,,1015.2,,,,,,
5/2/2018 6:00,4506,G23464,217,6.4,,,228,10.3,10.9,10.1,,,86,10.6,86,,,0,,1016.2,,,,,,
5/2/2018 7:00,4424,G14722,187,9.9,,,185,14.9,12.1,10.6,,,82,10.7,89,,,,,1016.4,,,,,,
5/2/2018 7:00,4506,G23464,234,5.8,,,237,9.8,10.5,9.2,,,92,9.2,98,,,1,,1017.3,,,,,,
5/2/2018 8:00,4424,G14722,202,7,,,189,11.8,11.1,10.2,,,86,11.1,83,,,,,1017.4,,,,,,
5/2/2018 8:00,4506,G23464,282,3.4,,,282,5.1,9.4,8.8,,,97,9.4,96,,,0.4,,1018.5,,,,,,
5/2/2018 9:00,4424,G14722,206,6.5,,,208,10.8,11.6,11,,,80,11.4,80,,,,,1018.3,,,,,,
5/2/2018 9:00,4506,G23464,268,6.1,,,213,10.8,9.9,9.4,,,94,9.5,96,,,0.2,,1019.2,,,,,,
5/2/2018 10:00,4424,G14722,202,6.9,,,201,11.3,12.1,11.4,,,79,12.1,78,,,,,1018.7,,,,,,
5/2/2018 10:00,4506,G23464,284,3.5,,,278,7.2,10.1,9.2,,,97,10.1,97,,,0,,1019.3,,,,,,
5/2/2018 11:00,4424,G14722,188,6.4,,,199,10.3,12.4,11.9,,,75,12.4,71,,,,,1018.9,,,,,,
5/2/2018 11:00,4506,G23464,206,2.1,,,223,4.1,11.4,10.1,,,92,11,88,,,0,,1019.3,,,,,,
5/2/2018 12:00,4424,G14722,205,6.2,,,184,9.8,12.5,11.6,,,73,11.6,77,,,,,1018.9,,,,,,
5/2/2018 12:00,4506,G23464,194,2.5,,,188,4.1,11.6,10.7,,,87,11.6,86,,,0,,1019.2,,,,,,
5/2/2018 13:00,4424,G14722,179,6.4,,,182,8.8,12.9,11.6,,,74,12.7,74,,,,,1018.7,,,,,,
5/2/2018 13:00,4506,G23464,161,4.5,,,163,6.7,12,11.3,,,85,11.7,84,,,0,,1018.5,,,,,,
5/2/2018 14:00,4424,G14722,172,6.1,,,179,8.8,12.8,12.5,,,74,12.6,72,,,,,1018.5,,,,,,
5/2/2018 14:00,4506,G23464,175,3.7,,,170,6.2,12.1,11.4,,,83,12.1,82,,,0,,1018.5,,,,,,
5/2/2018 15:00,4424,G14722,172,5.1,,,167,7.2,13.4,12.6,,,70,12.9,68,,,,,1018.7,,,,,,
5/2/2018 15:00,4506,G23464,127,1.8,,,177,3.6,12.3,11.3,,,80,11.9,79,,,0,,1018.7,,,,,,
5/2/2018 16:00,4424,G14722,156,4.9,,,158,6.2,12.9,12.6,,,68,12.9,68,,,,,1018.9,,,,,,
5/2/2018 16:00,4506,G23464,90,1.5,,,160,2.6,12.4,11.7,,,78,12.3,77,,,0,,1018.8,,,,,,
5/2/2018 17:00,4424,G14722,167,3.7,,,164,5.7,12.9,12.3,,,70,12.3,72,,,,,1019.1,,,,,,
5/2/2018 17:00,4506,G23464,29,1.7,,,27,3.1,12.7,11.9,,,78,11.9,81,,,0,,1018.6,,,,,,
5/2/2018 18:00,4424,G14722,178,3.1,,,162,4.6,12.4,11.1,,,72,11.7,73,,,,,1019.4,,,,,,
5/2/2018 18:00,4506,G23464,37,2.4,,,40,3.6,11.9,9.9,,,85,9.9,89,,,0,,1019,,,,,,
5/2/2018 19:00,4424,G14722,172,2.1,,,134,3.1,12.2,11.2,,,70,11.2,72,,,,,1020.1,,,,,,
5/2/2018 19:00,4506,G23464,358,2.6,,,2,3.6,10,8.8,,,92,8.8,95,,,0,,1019.9,,,,,,
5/2/2018 20:00,4424,G14722,227,0.9,,,124,2.1,12.1,11.1,,,72,11.4,71,,,,,1020.3,,,,,,
5/2/2018 20:00,4506,G23464,349,2.9,,,8,4.1,9.1,8.2,,,94,8.2,94,,,0,,1020.4,,,,,,
5/2/2018 21:00,4424,G14722,244,1,,,238,1.5,11.5,11.1,,,73,11.3,73,,,,,1020.9,,,,,,
5/2/2018 21:00,4506,G23464,352,2.6,,,354,3.1,8.4,7.8,,,94,7.9,95,,,0,,1020.6,,,,,,
5/2/2018 22:00,4424,G14722,267,1.2,,,277,2.1,11.5,10.6,,,76,10.8,79,,,,,1021.3,,,,,,
5/2/2018 22:00,4506,G23464,3,3.1,,,9,4.1,8.6,7.9,,,94,8.5,93,,,0,,1021,,,,,,
5/2/2018 23:00,4424,G14722,254,1.3,,,259,2.6,11,10.4,,,78,10.4,78,,,,,1021.5,,,,,,
5/2/2018 23:00,4506,G23464,349,2.7,,,1,3.6,8.7,8.1,,,94,8.7,93,,,0,,1021.3,,,,,,
5/3/2018 0:00,4424,G14722,294,1.8,,,297,3.1,10.8,10.1,,,78,10.7,78,,,,,1021.4,,,,,,
5/3/2018 0:00,4506,G23464,355,2.5,,,360,3.1,8.9,8.2,,,93,8.2,92,,,0,,1021.1,,,,,,
5/3/2018 1:00,4424,G14722,284,2.6,,,289,3.6,10.7,10.3,,,78,10.4,80,,,,,1021.7,,,,,,
5/3/2018 1:00,4506,G23464,14,2.9,,,17,4.1,8.9,8.1,,,91,8.6,89,,,0,,1021.1,,,,,,
5/3/2018 2:00,4424,G14722,289,3.6,,,295,4.6,10.4,9.8,,,81,9.8,82,,,,,1021.9,,,,,,
5/3/2018 2:00,4506,G23464,346,2.7,,,5,3.6,8.7,7.6,,,89,8.1,88,,,0,,1021.8,,,,,,
5/3/2018 3:00,4424,G14722,290,3.4,,,290,4.1,10.3,9.8,,,81,10.3,80,,,,,1022.3,,,,,,
5/3/2018 3:00,4506,G23464,352,2.7,,,350,3.6,8.8,7.3,,,87,7.5,90,,,0,,1021.5,,,,,,
5/3/2018 4:00,4424,G14722,294,3.5,,,294,4.6,10.4,9.6,,,81,9.6,82,,,,,1022,,,,,,
5/3/2018 4:00,4506,G23464,349,3.3,,,9,4.6,8.1,7.1,,,90,7.2,91,,,0,,1021.3,,,,,,
5/3/2018 5:00,4424,G14722,281,4.7,,,280,5.7,10,9.5,,,79,10,76,,,,,1022.3,,,,,,
5/3/2018 5:00,4506,G23464,14,2.1,,,355,3.6,8.8,7.2,,,88,8.8,86,,,0,,1021.6,,,,,,
5/3/2018 6:00,4424,G14722,296,4.1,,,283,5.1,10.2,9.5,,,76,9.5,78,,,,,1022.5,,,,,,
5/3/2018 6:00,4506,G23464,23,1.8,,,24,2.6,8.8,7.9,,,87,8.6,87,,,0,,1021.6,,,,,,
5/3/2018 7:00,4424,G14722,299,3.9,,,294,5.1,9.5,8.7,,,79,9,80,,,,,1022.2,,,,,,
5/3/2018 7:00,4506,G23464,45,1.8,,,23,2.6,8.6,7.6,,,86,8.6,84,,,0,,1021.7,,,,,,
5/3/2018 8:00,4424,G14722,303,3.3,,,300,4.1,9.8,8.9,,,77,9.7,75,,,,,1022.5,,,,,,
5/3/2018 8:00,4506,G23464,121,0.9,,,59,2.6,9.7,8.5,,,81,9.7,77,,,0,,1022.1,,,,,,
5/3/2018 9:00,4424,G14722,354,2.7,,,353,4.1,11.4,9.7,,,74,11.4,73,,,,,1022.8,,,,,,
5/3/2018 9:00,4506,G23464,48,2,,,80,4.1,12.4,9.8,,,74,12.4,72,,,0,,1022.4,,,,,,
5/3/2018 10:00,4424,G14722,24,3.1,,,347,4.1,12.2,11.3,,,70,12.2,75,,,,,1023.1,,,,,,
5/3/2018 10:00,4506,G23464,57,2,,,55,4.6,13.4,12.1,,,70,13,67,,,0,,1022.9,,,,,,
5/3/2018 11:00,4424,G14722,24,3.9,,,35,5.1,12.6,11.7,,,74,12.4,73,,,,,1023.2,,,,,,
5/3/2018 11:00,4506,G23464,62,2.3,,,32,4.1,14.3,13,,,67,14,70,,,0,,1023.1,,,,,,
5/3/2018 12:00,4424,G14722,34,4.3,,,343,5.7,13.8,12.1,,,70,13.5,71,,,,,1023,,,,,,
5/3/2018 12:00,4506,G23464,90,2.1,,,81,3.6,14.2,12.9,,,72,13,75,,,0,,1023.2,,,,,,
5/3/2018 13:00,4424,G14722,70,3.7,,,51,4.6,13.6,12.7,,,73,12.8,75,,,,,1022.8,,,,,,
5/3/2018 13:00,4506,G23464,59,2.8,,,40,5.7,14.7,12.8,,,75,14.5,73,,,0,,1022.7,,,,,,
5/3/2018 14:00,4424,G14722,91,3.8,,,89,4.6,13.1,12.8,,,77,12.9,75,,,,,1022.5,,,,,,
5/3/2018 14:00,4506,G23464,42,3.9,,,47,6.7,14.7,14,,,75,14.4,73,,,0,,1022.2,,,,,,
5/3/2018 15:00,4424,G14722,94,4.1,,,87,5.1,13.2,12.8,,,72,12.9,72,,,,,1022.4,,,,,,
5/3/2018 15:00,4506,G23464,48,4,,,42,6.2,14.7,13.8,,,75,14,76,,,0,,1022.2,,,,,,
5/3/2018 16:00,4424,G14722,81,3.6,,,95,4.6,13.1,12.8,,,72,12.8,74,,,,,1022.8,,,,,,
5/3/2018 16:00,4506,G23464,45,4.1,,,45,6.2,14,13.2,,,75,13.4,74,,,0,,1022.5,,,,,,
5/3/2018 17:00,4424,G14722,83,3.7,,,93,4.6,13.1,12.7,,,71,12.8,71,,,,,1022.9,,,,,,
5/3/2018 17:00,4506,G23464,42,4.1,,,42,7.2,13.4,11.3,,,81,11.3,88,,,0,,1022.4,,,,,,
5/3/2018 18:00,4424,G14722,73,2.8,,,82,4.1,12.9,12.7,,,72,12.7,73,,,,,1023.2,,,,,,
5/3/2018 18:00,4506,G23464,43,4.6,,,43,7.7,11.3,11.1,,,88,11.1,89,,,0,,1023.4,,,,,,
5/3/2018 19:00,4424,G14722,87,2.1,,,71,3.6,13,12.7,,,73,12.9,75,,,,,1024,,,,,,
5/3/2018 19:00,4506,G23464,40,4.4,,,41,7.7,11.3,11.1,,,90,11.3,91,,,0,,1023.4,,,,,,
5/3/2018 20:00,4424,G14722,197,0.8,,,105,1.5,12.8,12,,,76,12.1,76,,,,,1024.1,,,,,,
5/3/2018 20:00,4506,G23464,54,4.6,,,40,8.2,11.3,10.9,,,91,11.2,90,,,0,,1023.9,,,,,,
5/3/2018 21:00,4424,G14722,213,0.9,,,137,1.5,12.3,11.7,,,79,12.1,78,,,,,1024.1,,,,,,
5/3/2018 21:00,4506,G23464,14,3.9,,,29,6.7,11.2,10,,,93,10.1,95,,,0,,1024.6,,,,,,
5/3/2018 22:00,4424,G14722,224,1.4,,,224,3.6,12.3,11.7,,,80,11.8,79,,,,,1024.8,,,,,,
5/3/2018 22:00,4506,G23464,15,2.2,,,10,4.6,10.5,9.8,,,94,10.4,93,,,0,,1024.7,,,,,,
5/3/2018 23:00,4424,G14722,202,2.8,,,202,4.1,12.1,11.8,,,81,12,83,,,,,1024.7,,,,,,
5/3/2018 23:00,4506,G23464,335,2.9,,,37,5.7,10.7,10.4,,,93,10.5,94,,,0,,1025,,,,,,
5/4/2018 0:00,4424,G14722,249,2,,,295,3.6,12.3,11.8,,,83,12,84,,,,,1024.5,,,,,,
5/4/2018 0:00,4506,G23464,1,1.6,,,2,3.1,10.4,9.8,,,93,10,93,,,0,,1024.8,,,,,,
5/4/2018 1:00,4424,G14722,237,1.8,,,282,2.6,12,11.2,,,86,11.5,88,,,,,1024.8,,,,,,
5/4/2018 1:00,4506,G23464,20,1.4,,,15,2.6,10.5,9.9,,,93,10.1,94,,,0,,1025,,,,,,
5/4/2018 2:00,4424,G14722,195,3.1,,,,,,,,,,11.8,86,,,,,1024.7,,,,,,
5/4/2018 2:00,4506,G23464,315,0.9,,,53,2.1,10.7,10,,,94,10.6,94,,,0,,1025.3,,,,,,
5/4/2018 3:00,4424,G14722,206,3.2,,,225,5.1,11.9,11.5,,,85,11.9,85,,,,,1024.8,,,,,,
5/4/2018 3:00,4506,G23464,318,1.3,,,31,2.6,10.8,10.2,,,94,10.5,95,,,0,,1024.8,,,,,,
5/4/2018 4:00,4424,G14722,270,2.3,,,206,4.1,12,11.3,,,85,11.3,86,,,,,1024.8,,,,,,
5/4/2018 4:00,4506,G23464,37,2,,,35,4.6,10.6,9.1,,,95,9.7,96,,,0,,1024.6,,,,,,
5/4/2018 5:00,4424,G14722,304,1.3,,,270,2.6,11.7,11.2,,,87,11.7,87,,,,,1024.6,,,,,,
5/4/2018 5:00,4506,G23464,203,1.5,,,35,4.1,10.5,9.8,,,95,10.4,95,,,0,,1024.9,,,,,,
5/4/2018 6:00,4424,G14722,302,2.8,,,306,4.1,11.8,10.9,,,84,10.9,81,,,,,1025,,,,,,
5/4/2018 6:00,4506,G23464,34,1.4,,,35,4.1,10.8,10,,,95,10.5,94,,,0,,1024.5,,,,,,
5/4/2018 7:00,4424,G14722,6,2.4,,,305,4.1,11.4,10.7,,,80,11.3,81,,,,,1025,,,,,,
5/4/2018 7:00,4506,G23464,358,1.5,,,26,3.6,10.5,9.5,,,95,10.1,95,,,0,,1024.6,,,,,,
5/4/2018 8:00,4424,G14722,334,3.6,,,341,5.1,11.8,11.3,,,80,11.6,80,,,,,1025.7,,,,,,
5/4/2018 8:00,4506,G23464,234,0.6,,,276,1.5,10.1,9.5,,,95,10,95,,,0,,1025.4,,,,,,
5/4/2018 9:00,4424,G14722,338,3.9,,,337,5.1,11.9,11.1,,,82,11.5,82,,,,,1025.8,,,,,,
5/4/2018 9:00,4506,G23464,341,0.7,,,198,1.5,11.4,10,,,94,11.4,94,,,0,,1025.1,,,,,,
5/4/2018 10:00,4424,G14722,349,4.7,,,348,6.2,12.5,11.5,,,81,12.5,79,,,,,1025.5,,,,,,
5/4/2018 10:00,4506,G23464,251,0.8,,,66,2.6,12.8,11.4,,,91,12.8,88,,,0,,1025.1,,,,,,
5/4/2018 11:00,4424,G14722,25,4.3,,,358,7.2,13.5,12.4,,,81,12.6,82,,,,,1025.9,,,,,,
5/4/2018 11:00,4506,G23464,37,2.3,,,30,4.1,13.8,12.5,,,84,12.9,85,,,0,,1025.4,,,,,,
5/4/2018 12:00,4424,G14722,45,3.6,,,42,4.6,13,12.5,,,83,12.9,84,,,,,1025.5,,,,,,
5/4/2018 12:00,4506,G23464,54,1.8,,,61,3.1,13.3,12.5,,,86,13,85,,,0,,1025.1,,,,,,
5/4/2018 13:00,4424,G14722,55,4.1,,,57,5.1,13.5,12.8,,,84,13.4,83,,,,,1024.7,,,,,,
5/4/2018 13:00,4506,G23464,40,2.4,,,38,4.1,15.3,13.1,,,81,15.3,77,,,0,,1024,,,,,,
5/4/2018 14:00,4424,G14722,48,3.7,,,32,4.6,14.2,13.5,,,82,14,83,,,,,1024.7,,,,,,
5/4/2018 14:00,4506,G23464,31,4.7,,,47,8.2,15.4,13.3,,,80,13.3,87,,,0,,1023.6,,,,,,
5/4/2018 15:00,4424,G14722,32,4.4,,,25,5.7,14.5,13.9,,,82,14,83,,,,,1024.1,,,,,,
5/4/2018 15:00,4506,G23464,51,4.6,,,32,8.2,13.3,12.7,,,90,13.1,93,,,0,,1023.8,,,,,,
5/4/2018 16:00,4424,G14722,15,4.6,,,16,6.2,14.2,13.9,,,82,14,82,,,,,1024.2,,,,,,
5/4/2018 16:00,4506,G23464,45,4.1,,,48,8.2,14.1,12.9,,,90,13.6,91,,,0,,1023.3,,,,,,
5/4/2018 17:00,4424,G14722,8,5.4,,,10,7.7,14.1,13.8,,,82,13.8,83,,,,,1024.1,,,,,,
5/4/2018 17:00,4506,G23464,23,5.4,,,41,9.8,13.6,12.2,,,94,12.5,95,,,0,,1023.5,,,,,,
5/4/2018 18:00,4424,G14722,19,6.4,,,20,8.2,13.8,13.6,,,83,13.6,83,,,,,1024.1,,,,,,
5/4/2018 18:00,4506,G23464,42,4.4,,,40,7.2,12.7,12.4,,,96,12.4,97,,,0,,1023.5,,,,,,
5/4/2018 19:00,4424,G14722,19,6.7,,,18,8.2,13.7,13.6,,,84,13.6,84,,,,,1024.7,,,,,,
5/4/2018 19:00,4506,G23464,42,4.6,,,46,8.2,12.6,12.3,,,97,12.5,97,,,0,,1023.8,,,,,,
5/4/2018 20:00,4424,G14722,37,6.3,,,18,7.7,13.8,13.6,,,84,13.8,84,,,,,1024.5,,,,,,
5/4/2018 20:00,4506,G23464,37,3.8,,,48,7.2,12.7,12,,,97,12,97,,,0,,1023.9,,,,,,
5/4/2018 21:00,4424,G14722,5,5.3,,,34,8.8,13.8,13.5,,,85,13.6,86,,,,,1024.4,,,,,,
5/4/2018 21:00,4506,G23464,48,2.8,,,42,7.7,12.4,11.8,,,97,12.4,97,,,0,,1023.8,,,,,,
5/4/2018 22:00,4424,G14722,3,4.8,,,20,6.2,13.7,13.1,,,87,13.4,86,,,,,1024.8,,,,,,
5/4/2018 22:00,4506,G23464,29,3.2,,,19,7.7,12.6,12.4,,,96,12.4,95,,,0,,1024.1,,,,,,
5/4/2018 23:00,4424,G14722,336,5,,,1,6.2,13.4,13.1,,,85,13.3,84,,,,,1024.8,,,,,,
5/4/2018 23:00,4506,G23464,39,2.4,,,24,4.1,12.4,12.2,,,94,12.2,94,,,0,,1023.5,,,,,,
5/5/2018 0:00,4424,G14722,339,6.5,,,352,8.8,13.4,13,,,84,13,83,,,,,1024.5,,,,,,
5/5/2018 0:00,4506,G23464,23,1.6,,,35,4.6,12.3,12.2,,,93,12.2,93,,,0,,1023.1,,,,,,
5/5/2018 1:00,4424,G14722,354,6.4,,,355,8.2,13.3,12.9,,,85,13.3,85,,,,,1024.1,,,,,,
5/5/2018 1:00,4506,G23464,59,1,,,333,3.1,12.3,11.9,,,92,11.9,91,,,0,,1022.3,,,,,,
5/5/2018 2:00,4424,G14722,3,7.4,,,2,11.3,13.6,13.2,,,83,13.6,81,,,,,1023.7,,,,,,
5/5/2018 2:00,4506,G23464,282,3,,,279,4.6,11.9,10.7,,,92,10.7,93,,,0,,1021.6,,,,,,
5/5/2018 3:00,4424,G14722,350,8.1,,,6,10.8,13.6,12.5,,,82,12.5,84,,,,,1023.3,,,,,,
5/5/2018 3:00,4506,G23464,282,3,,,276,4.1,10.7,9.9,,,93,9.9,94,,,0,,1020.6,,,,,,
5/5/2018 4:00,4424,G14722,345,8.2,,,347,9.8,12.8,12.3,,,83,12.5,84,,,,,1022.5,,,,,,
5/5/2018 4:00,4506,G23464,234,2.5,,,278,3.6,10,9.4,,,95,9.8,95,,,0,,1019.7,,,,,,
5/5/2018 5:00,4424,G14722,333,9.8,,,334,12.4,12.9,12.5,,,82,12.7,81,,,,,1021.9,,,,,,
5/5/2018 5:00,4506,G23464,234,2.2,,,241,2.6,10,9.5,,,95,9.9,96,,,0,,1018.9,,,,,,
5/5/2018 6:00,4424,G14722,339,9.7,,,336,11.8,12.9,12.6,,,80,12.7,80,,,,,1021.7,,,,,,
5/5/2018 6:00,4506,G23464,256,2.8,,,262,4.1,9.8,9.2,,,96,9.3,96,,,0,,1018.2,,,,,,
5/5/2018 7:00,4424,G14722,343,10,,,339,12.4,13.1,12.6,,,79,12.9,81,,,,,1021.3,,,,,,
5/5/2018 7:00,4506,G23464,245,4.3,,,257,5.1,9.7,8.7,,,96,9.6,95,,,0,,1017.8,,,,,,
5/5/2018 8:00,4424,G14722,334,10.7,,,336,12.9,13.5,12.6,,,78,13.2,76,,,,,1021.2,,,,,,
5/5/2018 8:00,4506,G23464,130,2.1,,,264,3.6,10.8,8.8,,,90,10.1,89,,,0,,1018.1,,,,,,
5/5/2018 9:00,4424,G14722,334,10.8,,,327,13.4,13.6,12.8,,,76,13.6,75,,,,,1021.2,,,,,,
5/5/2018 9:00,4506,G23464,251,1.1,,,348,3.6,12.2,9.6,,,78,11.9,71,,,0,,1017.8,,,,,,
5/5/2018 10:00,4424,G14722,328,11.8,,,327,14.4,14.4,13.6,,,71,14.4,68,,,,,1021,,,,,,
5/5/2018 10:00,4506,G23464,228,1.1,,,347,2.6,13,10.8,,,78,13,82,,,0,,1017.8,,,,,,
